Date,fiscal_year,fiscal_quarter,season,week_of_year,marketing_channel,spend,has_promo,promo_events
2022-05-15,2022,Q2,Spring/Summer,19,Email,20098.78,True,Anniversary Sale
2022-05-15,2022,Q2,Spring/Summer,19,Direct Mail,26009.86,True,Anniversary Sale
2022-05-15,2022,Q2,Spring/Summer,19,Catalog,23765.33,True,Anniversary Sale
2022-05-15,2022,Q2,Spring/Summer,19,Outdoor Media,21866.89,True,Anniversary Sale
2022-05-15,2022,Q2,Spring/Summer,19,Radio,22597.47,True,Anniversary Sale
2022-05-15,2022,Q2,Spring/Summer,19,Influencer,28662.99,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,TV,111182.99,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Paid Search,86159.34,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Paid Social,24409.56,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Display,23931.48,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Email,26865.81,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Direct Mail,24683.0,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Catalog,23492.92,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Outdoor Media,20152.41,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Radio,27460.53,True,Anniversary Sale
2022-05-22,2022,Q2,Spring/Summer,20,Influencer,27229.44,True,Anniversary Sale
2022-05-29,2022,Q2,Spring/Summer,21,TV,97678.29,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Paid Search,108537.65,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Paid Social,27660.46,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Display,29342.28,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Email,25740.86,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Direct Mail,20944.33,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Catalog,29590.16,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Outdoor Media,24888.81,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Radio,20586.62,True,Memorial Day Sale
2022-05-29,2022,Q2,Spring/Summer,21,Influencer,22300.35,True,Memorial Day Sale
2022-06-05,2022,Q2,Spring/Summer,22,TV,45852.99,False,
2022-06-05,2022,Q2,Spring/Summer,22,Paid Search,53147.51,False,
2022-06-05,2022,Q2,Spring/Summer,22,Paid Social,13046.07,False,
2022-06-05,2022,Q2,Spring/Summer,22,Display,10962.98,False,
2022-06-05,2022,Q2,Spring/Summer,22,Email,14506.05,False,
2022-06-05,2022,Q2,Spring/Summer,22,Direct Mail,10905.52,False,
2022-06-05,2022,Q2,Spring/Summer,22,Catalog,10034.55,False,
2022-06-05,2022,Q2,Spring/Summer,22,Outdoor Media,12877.18,False,
2022-06-05,2022,Q2,Spring/Summer,22,Radio,14048.87,False,
2022-06-05,2022,Q2,Spring/Summer,22,Influencer,10676.33,False,
2022-06-12,2022,Q2,Spring/Summer,23,TV,48848.7,False,
2022-06-12,2022,Q2,Spring/Summer,23,Paid Search,55230.73,False,
2022-06-12,2022,Q2,Spring/Summer,23,Paid Social,11530.81,False,
2022-06-12,2022,Q2,Spring/Summer,23,Display,13371.16,False,
2022-06-12,2022,Q2,Spring/Summer,23,Email,13785.67,False,
2022-06-12,2022,Q2,Spring/Summer,23,Direct Mail,13198.23,False,
2022-06-12,2022,Q2,Spring/Summer,23,Catalog,10044.41,False,
2022-06-12,2022,Q2,Spring/Summer,23,Outdoor Media,11485.29,False,
2022-06-12,2022,Q2,Spring/Summer,23,Radio,11035.04,False,
2022-06-12,2022,Q2,Spring/Summer,23,Influencer,13888.67,False,
2022-06-19,2022,Q2,Spring/Summer,24,TV,51393.07,False,
2022-06-19,2022,Q2,Spring/Summer,24,Paid Search,56143.13,False,
2022-06-19,2022,Q2,Spring/Summer,24,Paid Social,13871.22,False,
2022-06-19,2022,Q2,Spring/Summer,24,Display,10179.68,False,
2022-06-19,2022,Q2,Spring/Summer,24,Email,13569.44,False,
2022-06-19,2022,Q2,Spring/Summer,24,Direct Mail,10796.61,False,
2022-06-19,2022,Q2,Spring/Summer,24,Catalog,11729.05,False,
2022-06-19,2022,Q2,Spring/Summer,24,Outdoor Media,10046.02,False,
2022-06-19,2022,Q2,Spring/Summer,24,Radio,13736.11,False,
2022-06-19,2022,Q2,Spring/Summer,24,Influencer,12042.75,False,
2022-06-26,2022,Q2,Spring/Summer,25,TV,51198.19,False,
2022-06-26,2022,Q2,Spring/Summer,25,Paid Search,48171.02,False,
2022-06-26,2022,Q2,Spring/Summer,25,Paid Social,13647.65,False,
2022-06-26,2022,Q2,Spring/Summer,25,Display,11351.81,False,
2022-06-26,2022,Q2,Spring/Summer,25,Email,10675.68,False,
2022-06-26,2022,Q2,Spring/Summer,25,Direct Mail,11703.06,False,
2022-06-26,2022,Q2,Spring/Summer,25,Catalog,13287.36,False,
2022-06-26,2022,Q2,Spring/Summer,25,Outdoor Media,13339.66,False,
2022-06-26,2022,Q2,Spring/Summer,25,Radio,13039.64,False,
2022-06-26,2022,Q2,Spring/Summer,25,Influencer,14227.18,False,
2022-07-03,2022,Q3,Fall/Winter,26,TV,112712.29,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Paid Search,93202.44,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Paid Social,23741.12,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Display,25923.66,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Email,29411.2,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Direct Mail,26615.94,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Catalog,26508.96,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Outdoor Media,22427.36,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Radio,29253.3,True,Independence Day Sale
2022-07-03,2022,Q3,Fall/Winter,26,Influencer,20839.39,True,Independence Day Sale
2022-07-10,2022,Q3,Fall/Winter,27,TV,49280.09,False,
2022-07-10,2022,Q3,Fall/Winter,27,Paid Search,48330.28,False,
2022-07-10,2022,Q3,Fall/Winter,27,Paid Social,11587.19,False,
2022-07-10,2022,Q3,Fall/Winter,27,Display,12996.52,False,
2022-07-10,2022,Q3,Fall/Winter,27,Email,11413.59,False,
2022-07-10,2022,Q3,Fall/Winter,27,Direct Mail,10572.44,False,
2022-07-10,2022,Q3,Fall/Winter,27,Catalog,14325.11,False,
2022-07-10,2022,Q3,Fall/Winter,27,Outdoor Media,12149.05,False,
2022-07-10,2022,Q3,Fall/Winter,27,Radio,13367.58,False,
2022-07-10,2022,Q3,Fall/Winter,27,Influencer,12003.98,False,
2022-07-17,2022,Q3,Fall/Winter,28,TV,48666.05,False,
2022-07-17,2022,Q3,Fall/Winter,28,Paid Search,54673.96,False,
2022-07-17,2022,Q3,Fall/Winter,28,Paid Social,14176.56,False,
2022-07-17,2022,Q3,Fall/Winter,28,Display,11604.03,False,
2022-07-17,2022,Q3,Fall/Winter,28,Email,10218.11,False,
2022-07-17,2022,Q3,Fall/Winter,28,Direct Mail,14148.49,False,
2022-07-17,2022,Q3,Fall/Winter,28,Catalog,10320.5,False,
2022-07-17,2022,Q3,Fall/Winter,28,Outdoor Media,12377.99,False,
2022-07-17,2022,Q3,Fall/Winter,28,Radio,13386.33,False,
2022-07-17,2022,Q3,Fall/Winter,28,Influencer,14956.78,False,
2022-07-24,2022,Q3,Fall/Winter,29,TV,53819.78,False,
2022-07-24,2022,Q3,Fall/Winter,29,Paid Search,57496.72,False,
2022-07-24,2022,Q3,Fall/Winter,29,Paid Social,14123.16,False,
2022-07-24,2022,Q3,Fall/Winter,29,Display,11556.57,False,
2022-07-24,2022,Q3,Fall/Winter,29,Email,11644.11,False,
2022-07-24,2022,Q3,Fall/Winter,29,Direct Mail,12083.89,False,
2022-07-24,2022,Q3,Fall/Winter,29,Catalog,11601.17,False,
2022-07-24,2022,Q3,Fall/Winter,29,Outdoor Media,14371.79,False,
2022-07-24,2022,Q3,Fall/Winter,29,Radio,14950.14,False,
2022-07-24,2022,Q3,Fall/Winter,29,Influencer,10071.58,False,
2022-07-31,2022,Q3,Fall/Winter,30,TV,44196.76,False,
2022-07-31,2022,Q3,Fall/Winter,30,Paid Search,42849.32,False,
2022-07-31,2022,Q3,Fall/Winter,30,Paid Social,13770.55,False,
2022-07-31,2022,Q3,Fall/Winter,30,Display,10604.15,False,
2022-07-31,2022,Q3,Fall/Winter,30,Email,12315.71,False,
2022-07-31,2022,Q3,Fall/Winter,30,Direct Mail,14038.55,False,
2022-07-31,2022,Q3,Fall/Winter,30,Catalog,12054.5,False,
2022-07-31,2022,Q3,Fall/Winter,30,Outdoor Media,13069.57,False,
2022-07-31,2022,Q3,Fall/Winter,30,Radio,11449.64,False,
2022-07-31,2022,Q3,Fall/Winter,30,Influencer,13722.07,False,
2022-08-07,2022,Q3,Fall/Winter,31,TV,47577.91,False,
2022-08-07,2022,Q3,Fall/Winter,31,Paid Search,56592.49,False,
2022-08-07,2022,Q3,Fall/Winter,31,Paid Social,12106.15,False,
2022-08-07,2022,Q3,Fall/Winter,31,Display,13491.93,False,
2022-08-07,2022,Q3,Fall/Winter,31,Email,13394.49,False,
2022-08-07,2022,Q3,Fall/Winter,31,Direct Mail,10609.02,False,
2022-08-07,2022,Q3,Fall/Winter,31,Catalog,10643.82,False,
2022-08-07,2022,Q3,Fall/Winter,31,Outdoor Media,13557.89,False,
2022-08-07,2022,Q3,Fall/Winter,31,Radio,12987.58,False,
2022-08-07,2022,Q3,Fall/Winter,31,Influencer,13786.24,False,
2022-08-14,2022,Q3,Fall/Winter,32,TV,56989.44,False,
2022-08-14,2022,Q3,Fall/Winter,32,Paid Search,45490.79,False,
2022-08-14,2022,Q3,Fall/Winter,32,Paid Social,12607.5,False,
2022-08-14,2022,Q3,Fall/Winter,32,Display,10092.61,False,
2022-08-14,2022,Q3,Fall/Winter,32,Email,14493.16,False,
2022-08-14,2022,Q3,Fall/Winter,32,Direct Mail,13073.69,False,
2022-08-14,2022,Q3,Fall/Winter,32,Catalog,11430.7,False,
2022-08-14,2022,Q3,Fall/Winter,32,Outdoor Media,10347.84,False,
2022-08-14,2022,Q3,Fall/Winter,32,Radio,13697.41,False,
2022-08-14,2022,Q3,Fall/Winter,32,Influencer,14014.32,False,
2022-08-21,2022,Q3,Fall/Winter,33,TV,50614.13,False,
2022-08-21,2022,Q3,Fall/Winter,33,Paid Search,50943.9,False,
2022-08-21,2022,Q3,Fall/Winter,33,Paid Social,10597.95,False,
2022-08-21,2022,Q3,Fall/Winter,33,Display,14619.81,False,
2022-08-21,2022,Q3,Fall/Winter,33,Email,12443.5,False,
2022-08-21,2022,Q3,Fall/Winter,33,Direct Mail,10317.55,False,
2022-08-21,2022,Q3,Fall/Winter,33,Catalog,11460.49,False,
2022-08-21,2022,Q3,Fall/Winter,33,Outdoor Media,11729.92,False,
2022-08-21,2022,Q3,Fall/Winter,33,Radio,10941.73,False,
2022-08-21,2022,Q3,Fall/Winter,33,Influencer,14372.29,False,
2022-08-28,2022,Q3,Fall/Winter,34,TV,56190.36,False,
2022-08-28,2022,Q3,Fall/Winter,34,Paid Search,55807.86,False,
2022-08-28,2022,Q3,Fall/Winter,34,Paid Social,14030.38,False,
2022-08-28,2022,Q3,Fall/Winter,34,Display,12587.49,False,
2022-08-28,2022,Q3,Fall/Winter,34,Email,14763.41,False,
2022-08-28,2022,Q3,Fall/Winter,34,Direct Mail,14262.14,False,
2022-08-28,2022,Q3,Fall/Winter,34,Catalog,13298.69,False,
2022-08-28,2022,Q3,Fall/Winter,34,Outdoor Media,11840.98,False,
2022-08-28,2022,Q3,Fall/Winter,34,Radio,11660.48,False,
2022-08-28,2022,Q3,Fall/Winter,34,Influencer,10066.83,False,
2022-09-04,2022,Q3,Fall/Winter,35,TV,86997.65,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Paid Search,83601.17,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Paid Social,20291.67,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Display,28903.55,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Email,28807.41,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Direct Mail,24750.84,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Catalog,27685.76,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Outdoor Media,25730.33,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Radio,25948.75,True,Labor Day Sale
2022-09-04,2022,Q3,Fall/Winter,35,Influencer,21967.98,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,TV,117754.54,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Paid Search,111580.58,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Paid Social,22214.58,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Display,28341.71,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Email,20924.35,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Direct Mail,27982.95,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Catalog,20685.06,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Outdoor Media,29363.43,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Radio,28698.6,True,Labor Day Sale
2022-09-11,2022,Q3,Fall/Winter,36,Influencer,22781.05,True,Labor Day Sale
2022-09-18,2022,Q3,Fall/Winter,37,TV,50483.12,False,
2022-09-18,2022,Q3,Fall/Winter,37,Paid Search,49660.02,False,
2022-09-18,2022,Q3,Fall/Winter,37,Paid Social,10818.36,False,
2022-09-18,2022,Q3,Fall/Winter,37,Display,10941.92,False,
2022-09-18,2022,Q3,Fall/Winter,37,Email,10366.39,False,
2022-09-18,2022,Q3,Fall/Winter,37,Direct Mail,14231.79,False,
2022-09-18,2022,Q3,Fall/Winter,37,Catalog,14325.2,False,
2022-09-18,2022,Q3,Fall/Winter,37,Outdoor Media,10896.39,False,
2022-09-18,2022,Q3,Fall/Winter,37,Radio,14208.7,False,
2022-09-18,2022,Q3,Fall/Winter,37,Influencer,11277.73,False,
2022-09-25,2022,Q3,Fall/Winter,38,TV,51897.79,False,
2022-09-25,2022,Q3,Fall/Winter,38,Paid Search,59086.45,False,
2022-09-25,2022,Q3,Fall/Winter,38,Paid Social,13809.79,False,
2022-09-25,2022,Q3,Fall/Winter,38,Display,10855.43,False,
2022-09-25,2022,Q3,Fall/Winter,38,Email,12386.54,False,
2022-09-25,2022,Q3,Fall/Winter,38,Direct Mail,12340.36,False,
2022-09-25,2022,Q3,Fall/Winter,38,Catalog,10472.23,False,
2022-09-25,2022,Q3,Fall/Winter,38,Outdoor Media,10514.76,False,
2022-09-25,2022,Q3,Fall/Winter,38,Radio,14619.06,False,
2022-09-25,2022,Q3,Fall/Winter,38,Influencer,12048.26,False,
2022-10-02,2022,Q4,Fall/Winter,39,TV,49613.39,False,
2022-10-02,2022,Q4,Fall/Winter,39,Paid Search,49157.56,False,
2022-10-02,2022,Q4,Fall/Winter,39,Paid Social,10465.95,False,
2022-10-02,2022,Q4,Fall/Winter,39,Display,10095.11,False,
2022-10-02,2022,Q4,Fall/Winter,39,Email,14679.21,False,
2022-10-02,2022,Q4,Fall/Winter,39,Direct Mail,13551.5,False,
2022-10-02,2022,Q4,Fall/Winter,39,Catalog,12613.4,False,
2022-10-02,2022,Q4,Fall/Winter,39,Outdoor Media,13440.24,False,
2022-10-02,2022,Q4,Fall/Winter,39,Radio,14587.34,False,
2022-10-02,2022,Q4,Fall/Winter,39,Influencer,12564.19,False,
2022-10-09,2022,Q4,Fall/Winter,40,TV,59275.0,False,
2022-10-09,2022,Q4,Fall/Winter,40,Paid Search,56655.54,False,
2022-10-09,2022,Q4,Fall/Winter,40,Paid Social,13036.59,False,
2022-10-09,2022,Q4,Fall/Winter,40,Display,13367.01,False,
2022-10-09,2022,Q4,Fall/Winter,40,Email,13964.92,False,
2022-10-09,2022,Q4,Fall/Winter,40,Direct Mail,11316.26,False,
2022-10-09,2022,Q4,Fall/Winter,40,Catalog,10691.46,False,
2022-10-09,2022,Q4,Fall/Winter,40,Outdoor Media,10380.79,False,
2022-10-09,2022,Q4,Fall/Winter,40,Radio,14727.96,False,
2022-10-09,2022,Q4,Fall/Winter,40,Influencer,12551.91,False,
2022-10-16,2022,Q4,Fall/Winter,41,TV,42027.07,False,
2022-10-16,2022,Q4,Fall/Winter,41,Paid Search,57174.02,False,
2022-10-16,2022,Q4,Fall/Winter,41,Paid Social,10055.67,False,
2022-10-16,2022,Q4,Fall/Winter,41,Display,10024.92,False,
2022-10-16,2022,Q4,Fall/Winter,41,Email,14120.25,False,
2022-10-16,2022,Q4,Fall/Winter,41,Direct Mail,13001.47,False,
2022-10-16,2022,Q4,Fall/Winter,41,Catalog,14383.45,False,
2022-10-16,2022,Q4,Fall/Winter,41,Outdoor Media,11479.89,False,
2022-10-16,2022,Q4,Fall/Winter,41,Radio,14660.42,False,
2022-10-16,2022,Q4,Fall/Winter,41,Influencer,14140.95,False,
2022-10-23,2022,Q4,Fall/Winter,42,TV,42573.62,False,
2022-10-23,2022,Q4,Fall/Winter,42,Paid Search,51398.04,False,
2022-10-23,2022,Q4,Fall/Winter,42,Paid Social,14823.61,False,
2022-10-23,2022,Q4,Fall/Winter,42,Display,10346.56,False,
2022-10-23,2022,Q4,Fall/Winter,42,Email,10932.77,False,
2022-10-23,2022,Q4,Fall/Winter,42,Direct Mail,11132.42,False,
2022-10-23,2022,Q4,Fall/Winter,42,Catalog,10159.55,False,
2022-10-23,2022,Q4,Fall/Winter,42,Outdoor Media,10429.67,False,
2022-10-23,2022,Q4,Fall/Winter,42,Radio,13018.19,False,
2022-10-23,2022,Q4,Fall/Winter,42,Influencer,14210.25,False,
2022-10-30,2022,Q4,Fall/Winter,43,TV,47969.4,False,
2022-10-30,2022,Q4,Fall/Winter,43,Paid Search,46237.33,False,
2022-10-30,2022,Q4,Fall/Winter,43,Paid Social,12380.62,False,
2022-10-30,2022,Q4,Fall/Winter,43,Display,10712.39,False,
2022-10-30,2022,Q4,Fall/Winter,43,Email,12912.7,False,
2022-10-30,2022,Q4,Fall/Winter,43,Direct Mail,14538.59,False,
2022-10-30,2022,Q4,Fall/Winter,43,Catalog,11731.79,False,
2022-10-30,2022,Q4,Fall/Winter,43,Outdoor Media,10685.48,False,
2022-10-30,2022,Q4,Fall/Winter,43,Radio,11632.57,False,
2022-10-30,2022,Q4,Fall/Winter,43,Influencer,13987.0,False,
2022-11-06,2022,Q4,Fall/Winter,44,TV,51987.2,False,
2022-11-06,2022,Q4,Fall/Winter,44,Paid Search,47458.54,False,
2022-11-06,2022,Q4,Fall/Winter,44,Paid Social,13284.4,False,
2022-11-06,2022,Q4,Fall/Winter,44,Display,10418.61,False,
2022-11-06,2022,Q4,Fall/Winter,44,Email,10126.96,False,
2022-11-06,2022,Q4,Fall/Winter,44,Direct Mail,10222.86,False,
2022-11-06,2022,Q4,Fall/Winter,44,Catalog,11078.95,False,
2022-11-06,2022,Q4,Fall/Winter,44,Outdoor Media,12455.01,False,
2022-11-06,2022,Q4,Fall/Winter,44,Radio,10985.41,False,
2022-11-06,2022,Q4,Fall/Winter,44,Influencer,12327.71,False,
2022-11-13,2022,Q4,Fall/Winter,45,TV,44194.61,False,
2022-11-13,2022,Q4,Fall/Winter,45,Paid Search,47430.28,False,
2022-11-13,2022,Q4,Fall/Winter,45,Paid Social,12087.93,False,
2022-11-13,2022,Q4,Fall/Winter,45,Display,12596.53,False,
2022-11-13,2022,Q4,Fall/Winter,45,Email,13548.24,False,
2022-11-13,2022,Q4,Fall/Winter,45,Direct Mail,12568.27,False,
2022-11-13,2022,Q4,Fall/Winter,45,Catalog,13986.26,False,
2022-11-13,2022,Q4,Fall/Winter,45,Outdoor Media,12396.44,False,
2022-11-13,2022,Q4,Fall/Winter,45,Radio,11646.26,False,
2022-11-13,2022,Q4,Fall/Winter,45,Influencer,12887.03,False,
2022-11-20,2022,Q4,Fall/Winter,46,TV,82973.59,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Paid Search,106768.08,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Paid Social,20060.24,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Display,28339.81,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Email,21930.26,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Direct Mail,21306.15,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Catalog,21549.18,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Outdoor Media,29508.93,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Radio,27364.19,True,Black Friday
2022-11-20,2022,Q4,Fall/Winter,46,Influencer,28642.58,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,TV,93701.88,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Paid Search,81765.29,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Paid Social,23595.93,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Display,25833.22,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Email,22948.09,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Direct Mail,27101.57,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Catalog,22360.08,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Outdoor Media,24612.91,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Radio,28535.08,True,Black Friday
2022-11-27,2022,Q4,Fall/Winter,47,Influencer,21631.75,True,Black Friday
2022-12-04,2022,Q4,Fall/Winter,48,TV,58026.82,False,
2022-12-04,2022,Q4,Fall/Winter,48,Paid Search,41848.51,False,
2022-12-04,2022,Q4,Fall/Winter,48,Paid Social,14511.36,False,
2022-12-04,2022,Q4,Fall/Winter,48,Display,14038.84,False,
2022-12-04,2022,Q4,Fall/Winter,48,Email,13487.6,False,
2022-12-04,2022,Q4,Fall/Winter,48,Direct Mail,10270.87,False,
2022-12-04,2022,Q4,Fall/Winter,48,Catalog,13130.19,False,
2022-12-04,2022,Q4,Fall/Winter,48,Outdoor Media,12776.72,False,
2022-12-04,2022,Q4,Fall/Winter,48,Radio,14186.98,False,
2022-12-04,2022,Q4,Fall/Winter,48,Influencer,13316.26,False,
2022-12-11,2022,Q4,Fall/Winter,49,TV,43583.36,False,
2022-12-11,2022,Q4,Fall/Winter,49,Paid Search,52077.06,False,
2022-12-11,2022,Q4,Fall/Winter,49,Paid Social,12963.78,False,
2022-12-11,2022,Q4,Fall/Winter,49,Display,12216.56,False,
2022-12-11,2022,Q4,Fall/Winter,49,Email,10264.87,False,
2022-12-11,2022,Q4,Fall/Winter,49,Direct Mail,11686.8,False,
2022-12-11,2022,Q4,Fall/Winter,49,Catalog,13503.03,False,
2022-12-11,2022,Q4,Fall/Winter,49,Outdoor Media,14791.92,False,
2022-12-11,2022,Q4,Fall/Winter,49,Radio,12302.89,False,
2022-12-11,2022,Q4,Fall/Winter,49,Influencer,14046.68,False,
2022-12-18,2022,Q4,Fall/Winter,50,TV,54854.18,False,
2022-12-18,2022,Q4,Fall/Winter,50,Paid Search,54629.49,False,
2022-12-18,2022,Q4,Fall/Winter,50,Paid Social,12656.84,False,
2022-12-18,2022,Q4,Fall/Winter,50,Display,14843.25,False,
2022-12-18,2022,Q4,Fall/Winter,50,Email,10921.61,False,
2022-12-18,2022,Q4,Fall/Winter,50,Direct Mail,14289.13,False,
2022-12-18,2022,Q4,Fall/Winter,50,Catalog,12683.88,False,
2022-12-18,2022,Q4,Fall/Winter,50,Outdoor Media,14589.57,False,
2022-12-18,2022,Q4,Fall/Winter,50,Radio,11935.62,False,
2022-12-18,2022,Q4,Fall/Winter,50,Influencer,11624.31,False,
2022-12-25,2022,Q4,Fall/Winter,51,TV,86045.93,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Paid Search,112183.49,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Paid Social,29212.9,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Display,23312.05,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Email,20208.69,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Direct Mail,29635.39,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Catalog,29494.72,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Outdoor Media,25505.46,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Radio,23376.42,True,Holiday Clearance
2022-12-25,2022,Q4,Fall/Winter,51,Influencer,22685.94,True,Holiday Clearance
2023-01-01,2023,Q1,Spring/Summer,52,TV,94975.81,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Paid Search,119712.3,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Paid Social,27766.65,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Display,25340.73,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Email,21336.85,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Direct Mail,26737.96,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Catalog,20902.97,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Outdoor Media,24133.63,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Radio,26977.6,True,Winter Clearance
2023-01-01,2023,Q1,Spring/Summer,52,Influencer,23629.77,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,TV,96944.29,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Paid Search,116085.03,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Paid Social,28993.95,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Display,27910.12,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Email,24710.33,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Direct Mail,29035.91,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Catalog,21244.37,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Outdoor Media,23272.98,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Radio,23550.21,True,Winter Clearance
2023-01-08,2023,Q1,Spring/Summer,1,Influencer,29739.75,True,Winter Clearance
2023-01-15,2023,Q1,Spring/Summer,2,TV,101901.5,True,Winter Clearance
2023-01-15,2023,Q1,Spring/Summer,2,Paid Search,92851.28,True,Winter Clearance
2023-01-15,2023,Q1,Spring/Summer,2,Paid Social,23612.21,True,Winter Clearance
2023-01-15,2023,Q1,Spring/Summer,2,Display,28499.31,True,Winter Clearance
2023-01-15,2023,Q1,Spring/Summer,2,Email,29166.61,True,Winter Clearance
2023-01-15,2023,Q1,Spring/Summer,2,Direct Mail,20420.31,True,Winter Clearance
2023-01-15,2023,Q1,Spring/Summer,2,Catalog,29529.41,True,Winter Clearance
2023-01-15,2023,Q1,Spring/Summer,2,Outdoor Media,26936.11,True,Winter Clearance
